,HANDLE_OAPEN_Library_ID,Publication_type,Publication_title,Publication_subtitle,Publication_ISBN,Publication_author,Publication_editor,Pubilcation_year,Publication_publisher,Publication_language,English_yes_no,Country,Continent,National_languages,Title_downloads,English_text_mining,Country_mentioned_yes_no,Country_score,Total_downloads_OAPEN_Library
632,20.500.12657/31148,book,"Popular Music in Southeast Asia : Banal Beats, Muted Histories",,9789462984035,"Keppy, Peter||Schulte Nordholt, Henk||Barendregt, Bart",,2017,Amsterdam University Press,English[eng],English only,Singapore,Asia,English; Malay; Mandarin Chinese; Tamil,148.0,netherlands east indies asia mediated edited lifestyles 1930s 2000s southeast asia mediated 1930s 2000s edited popular music social southeast asian music 1 oriental foxtrots 2 jeans rock ariel heryanto leiden asian popular music digital 1990s 2000s dutch east indies german record company henk schulte nordholt malay muslim girl modern 1970s 1990s music social distinction popular dance music popular music genres project articulating modernity research project articulating singer songwriter scene southeast asian popular 1 hit music 1.1 phonographic noise 1.2 dance halls 11 radio prambors 12 sumatran punk 14 soundcloud meetup,No mention,1.0,1470.0
633,20.500.12657/31155,book,Rom og etikk,Fortellinger om ambivalens,9788202535001,"S. Rønsdal, Kaia||Espeseth, Marta Maria||Hummevold Hillestad, Adelheid||Lerheim, Birgitte||Grimsgaard, Anne-Cathrine||Hafstad, Kjetil||S. Ruyter, Knut","Lid, Inger Marie||Wyller, Trygve",2017,Cappelen Damm Akademisk/NOASP (Nordic Open Access Scholarly Publishing),Uncoded languages[mis],Non-English,Norway,Europe,Norwegian,596.0,,,10.0,5515.0
634,20.500.12657/31167,book,Aksjonsforskning i Norge: Teoretisk og empirisk mangfold,,9788202529819,,"Gjøtterud, Stein||Hiim, Hilde||Husebø, Dag||Jensen, Liv Helene||Steen-Olsen, Tove Herborg||Stjernestrøm, Else",2017,Cappelen Damm Akademisk/NOASP (Nordic Open Access Scholarly Publishing),Uncoded languages[mis],Non-English,Norway,Europe,Norwegian,435.0,,,10.0,5515.0
635,20.500.12657/31180,book,Competition and Cooperation in Economics and Business,"Proceedings of the Asia-Pacific Research in Social Sciences and Humanities, Depok, Indonesia, November 7-9, 2016 : Topics in Economics and Business",9781138626669,,"A. Husodo, Zaäfri||Y. Gitaharie, Beta||Gani, Lindawati||Kuncoro, Ari",2017,Taylor & Francis,English[eng],English only,Indonesia,Asia,Indonesian,520.0,business universitas indonesia stock return volatility 2018 taylor francis pbb p2 taxpayers indonesia depok indonesia universitas indonesia depok machinery restructuring program cash waqf institutions women’s bargaining power jakarta pbb p2 badan pusat statistik waste sorting behaviour 2 literature review accept h0 accept corporate social responsibility h0 accept h0 cash waqf institution real exchange rate household welfare index local government spending s1 s2 s3 dummy variable 1 internal control system optimal policy rates bank data processed double taxation treaties financial institution ownership foreign institutional ownership internship experience helped junior secondary education,Country discussed,5.0,5941.0
636,20.500.12657/31192,book,Performativitet,Teoretiska tillämpningar i konstvetenskap : 1,9789176350478,,"Snickare, Mårten||Hedlin Hayden, Malin",2017,Stockholm University Press,Swedish[swe],Non-English,Sweden,Europe,Swedish,432.0,,,4.0,4739.0
637,20.500.12657/31295,book,The Hajj and Europe in the Age of Empire,,9789004323346,,"Ryad, Umar",2017,Brill,English[eng],English only,Qatar,Asia,Arabic,15.0,idd 13 afr 13 afr aga 3013 idd 13 box 3013 idd valentín beneitez cantero asuntos indígenas october beneitez cantero peregrinación del viaje tétouan memoria del viaje indígenas october 1949 la meca memoria meca memoria del viaje tétouan dele john mason cook late nineteenth century pearson pious passengers à la mecque british colonial knowledge nineteenth century algeria franco north african north african pilgrims tna roh 6 voyage à la home department sanitary access article distributed india rubber stamp singha passport ticket beneitez cantero valentín dag kleine courant,No mention,2.0,216.0
638,20.500.12657/31301,book,Publishing Addiction Science,A Guide for the Perplexed,9781911529088,,"Pates, Richard||Candon, Paul||Stenius, Kerstin||Miovský, Michal||O'Reilly, Jean||Babor, Thomas",2017,Ubiquity Press,English[eng],English only,Mexico,North America,Spanish,395.0,free hybrid 1 hybrid 1 psycinfo 1 psycinfo web peer review process addiction specialty journals addiction journal editors alcoholic beverage industry nal editors isaje peer reviewed journal access supplementary materials additional reading exercises chapter materials include english language journals examples powerpoint presentations include additional reading materials include additional powerpoint presentations videos beverage industry pharmaceutical industry pharmaceutical companies eds publishing addiction medical journal editors anglo american world po se pe american psychological association middle income countries world health organization,No mention,6.0,8322.0
639,20.500.12657/31301,book,Publishing Addiction Science,A Guide for the Perplexed,9781911529088,,"Pates, Richard||Candon, Paul||Stenius, Kerstin||Miovský, Michal||O'Reilly, Jean||Babor, Thomas",2017,Ubiquity Press,English[eng],English only,Ecuador,South America,Spanish; Quechua,85.0,free hybrid 1 hybrid 1 psycinfo 1 psycinfo web peer review process addiction specialty journals addiction journal editors alcoholic beverage industry nal editors isaje peer reviewed journal access supplementary materials additional reading exercises chapter materials include english language journals examples powerpoint presentations include additional reading materials include additional powerpoint presentations videos beverage industry pharmaceutical industry pharmaceutical companies eds publishing addiction medical journal editors anglo american world po se pe american psychological association middle income countries world health organization,No mention,8.0,2646.0
640,20.500.12657/31363,book,Young Entrepreneurs in Sub-Saharan Africa,,9781138844599,,"V. Gough, Katherine||Langevang, Thilde",2017,Taylor & Francis,English[eng],English only,Zambia,Africa,English,115.0,mobile telephony sector development planning review global entrepreneurship monitor international development planning ghana statistical service entrepreneurship monitor gem gem survey 2012 makerere university business national development planning international labour organization university business school review 35 2 rural youth entrepreneurship distant opportunity spaces ghana trades union mobile rural youth trades union congress washington dc world geneva international labour job growth aspirations mobile phone repair modern african studies national youth policy planning review 34 source yemp survey bech pilgaard kristensen bulletin 43 6 dc world bank ghana gem survey home based enterprises,No mention,0.0,2333.0
641,20.500.12657/31420,book,"Kastom, property and ideology: Land transformations in Melanesia",,9781760461058,,"McDonnell, Siobhan||Allen, Matthew||Filer, Collin",2017,ANU Press,English[eng],English only,Papua New Guinea,Oceania,English,142.0,australian national university grab policy network land grab policy customary land tenure oil palm development agro forestry projects lease leaseback scheme scale land acquisitions 7 oil palm oil palm industry customary land rights national forest board guinea port moresby national research institute informal land markets 2 urban melanesia asia pacific viewpoint landed property relations national land development 3 urban land land based livelihoods port moresby national women’s land rights 5 informal land agro forestry project conservation policy community forest clearing authorities urban land grabbing 9 urban land,Country discussed,6.0,4085.0
642,20.500.12657/31422,book,Revolution and Transition,"Cultural Policy in Bulgaria, 1989-2012",9783643908148,"Alexandrov, Alexandar",,2017,LIT Verlag GmbH & Co. KG,English[eng],English only,Bulgaria,Europe,Bulgarian,46.0,national culture fund 3 cultural policy sofia city council national statistics institute online viewed 19.02.2012 social security contributions municipal cultural policy 40071 category 2000 2008 38443 38681 culture fund annual gross domestic product 42 5 jun 39969 bulgaria online viewed bulgarian cultural policy http www.minfin.bg bg national film centre 3.5 performing arts palata audit office smetna palata audit 40522 3 oct 2006 apr 2006 effective bulgaria 1989 2012 bulgarian national television city council transcript http www.culturalpolicies.net web movable cultural heritage,Country discussed,4.0,376.0
643,20.500.12657/31424,book,Das schwarze Wien,Bautätigkeit im Ständestaat 1934-1938,9783205202929,"Suttner, Andreas",,2017,Böhlau,German[ger],Non-English,Austria,Europe,German,858.0,,,10.0,6536.0
644,20.500.12657/31553,book,"Modernizing Composition: Sinhala Song, Poetry, and Politics in Twentieth-Century Sri Lanka",,9780520294714,"Field, Garrett",,2017,University of California Press,English[eng],English only,Sri Lanka,Asia,Sinhala; Tamil,711.0,indian classical music south asian studies uk dan<U+1E0D>u dunna north indian classical pure sinhala fraternity alwis perera kavyavali perera alwis perera le näti ä<U+1E6D>a sekera maknisada yat ananda samarakon adhyayanaya ariyaratne ananda samarakon boralasgamuva visidunu prakashakayo century sri lanka mas le näti oho lassanayi oho pi bi alwis twentieth century sri arya sinhala identity mimana prematilaka kavyavali amarasekera amal biso generation colombo poets grämafon gi yugaya kavyaye nava prava<U+1E47>ata lassanayi oho lassanayi manavasinha gita nibandha naya manäsi isivaraya<U+1E47>o premathilaka mimana prematilaka sekera mahagama sekara,Country discussed,4.0,2620.0
645,20.500.12657/31591,book,Sosiaaliturvariippuvuus,sosiaalipummit oleskeluyhteiskunnassa?,9789520303662,,"Saari, Juho",2017,Tampere University Press,Finnish[fin],Non-English,Finland,Europe,Finnish; Swedish,982.0,,,8.0,6482.0
646,20.500.12657/31675,book,Higher Education in 2040. A Global Approach,,9789462984509,"van der Zwaan, Bert",,2017,Amsterdam University Press,English[eng],English only,Spain,Europe,Spanish,374.0,national academies press rising tuition fees 2015 leading research anglo saxon countries keynote speaking topics leading research universities mcgill queen’s university world economic forum world mcgill queen’s address november 2 cultuur 2015 nederland education’s future spring future spring 2015 maheu 2015 leading matters quality education national research council november 2 2014 2015 nederland 2035 2015 science report cijfers rathenau institute dabars 2015 designing eds 2014 waartoe highly educated people metric tide report research intensive university revolution ahead institute routledge 188 pp science report 2015,No mention,4.0,2626.0
647,20.500.12657/31675,book,Higher Education in 2040. A Global Approach,,9789462984509,"van der Zwaan, Bert",,2017,Amsterdam University Press,English[eng],English only,Brazil,South America,Portuguese,269.0,national academies press rising tuition fees 2015 leading research anglo saxon countries keynote speaking topics leading research universities mcgill queen’s university world economic forum world mcgill queen’s address november 2 cultuur 2015 nederland education’s future spring future spring 2015 maheu 2015 leading matters quality education national research council november 2 2014 2015 nederland 2035 2015 science report cijfers rathenau institute dabars 2015 designing eds 2014 waartoe highly educated people metric tide report research intensive university revolution ahead institute routledge 188 pp science report 2015,No mention,2.0,3807.0
648,20.500.12657/31723,book,Go home?: The politics of immigration controversies,,9781526113221,"Jones, Hannah||Gunaratnam, Yasmin||Bhattacharyya, Gargi||Davies, William||Dhaliwal, Sukhwant||Forkert, Kirsten||Jackson, Emma||Saltus, Roiyah",,2017,Manchester University Press,English[eng],English only,Sweden,Europe,Swedish,383.0,home offi ce ast accessed 22 southall black sisters accessed 26 june anti immigration campaigns 26 june 2016 42490 activist interview conducted ast accessed 26 immigration offi cers offi ce immigration accessed 30 april enforcement offi cers mapping immigration controversy ome offi ce racial profi ling offi ce 2 offi ce offi uk border agency welfare benefi ts adults aged 15 anti immigration interventions ast accessed 30 ce 2 013 ce immigration campaigns civil society organisations enforcement branded vans immigration act 2014 immigration enforcement branded,No mention,4.0,4739.0
649,20.500.12657/31843,book,The Datafied Society. Studying Culture through Data,,9789462981362,,"van Es, Karin||Schäfer, Mirko Tobias",2017,Amsterdam University Press,English[eng],English only,Estonia,Europe,Estonian; Russian,105.0,mirko tobias schäfer digital humanities ed digital data analysis christian gosvig olesen humanistic data research koen leurs tamara leurs tamara shepherd schie irene westra utrecht data school humanities ed david irene westra mirko statistical style analysis westra mirko tobias bernhard rieder theo dataf ied society natalia sánchez querubín nicolás lópez coombs rieder theo röhle social media data liliana bounegru mathieu tommaso venturini liliana venturini liliana bounegru acomy onathan gray algorithmic black boxes bounegru mathieu acomy coombs thomas boeschoten lópez coombs thomas mathieu acomy onathan social media platforms,No mention,7.0,1016.0
650,20.500.12657/31843,book,The Datafied Society. Studying Culture through Data,,9789462981362,,"van Es, Karin||Schäfer, Mirko Tobias",2017,Amsterdam University Press,English[eng],English only,Denmark,Europe,Danish,220.0,mirko tobias schäfer digital humanities ed digital data analysis christian gosvig olesen humanistic data research koen leurs tamara leurs tamara shepherd schie irene westra utrecht data school humanities ed david irene westra mirko statistical style analysis westra mirko tobias bernhard rieder theo dataf ied society natalia sánchez querubín nicolás lópez coombs rieder theo röhle social media data liliana bounegru mathieu tommaso venturini liliana venturini liliana bounegru acomy onathan gray algorithmic black boxes bounegru mathieu acomy coombs thomas boeschoten lópez coombs thomas mathieu acomy onathan social media platforms,No mention,1.0,1967.0
651,20.500.12657/37832,book,The Politics of Written Language in the Arab World,Writing Change,9789004346178,,"Høigilt, Jacob||Mejdell, Gunvor",2017,Brill,English[eng],English only,Morocco,Africa,Arabic; Tamazight; French,155.0,gamal el din standard language ideology <U+02BF>ammiyya language ideology access article distributed changing norms concepts contemporary darija writings total 100 100 contemporary moroccan zajal la presencia del gamal el din’s november 17 2015 accessed november 17 computer mediated communication dans le maroc din abdel aziz el din abdel il lugha il internet la presencia le maroc du los manuscritos medievales benítez fernández montserrat du xxième siècle liberal egyptian party représentations langagières dans 2011 ordinary egyptians fuentes escritas edited il <U+02BF>ammiyya il kristian takvam kindt,Country discussed,9.0,1603.0
652,20.500.12657/46336,book,"The Popes, the Catholic Church and the Transatlantic Enslavement of Black Africans 1418-1839 (Volume 16)",,0,"Adiele, Pius Onyemechi",,2017,Georg Olms Verlag,English[eng],English only,Vietnam,Asia,Vietnamese,76.0,[No book data - add later!],No mention,3.0,1544.0
653,20.500.12657/24913,book,Les partis politiques de l'opposition en Afrique,La quête du pouvoir,9782760637474,"Souaré, Issaka::0000-0002-4046-3152::300",,2017,Presses universitaires de Montréal,English[eng],English only,Senegal,Africa,French,57.0,parti au pouvoir partis au pouvoir le parti au c’est à dire les partis d’opposition du parti au afrique du sud dans les pays conquête du pouvoir sur le continent l’alternance au pouvoir la conquête du les partis au ascension au pouvoir dans le cas son ascension au compétition é lectorale conquérir le pouvoir la compétition é la société civile le candidat du par les partis candidat du parti sur les partis sur les stratégies comme nous l’avons dans le pays à cet égard du pouvoir national l’afrique du sud,No mention,9.0,1032.0
654,20.500.12657/25984,book,Fanfiction and the Author,How Fanfic Changes Popular Cultural Texts,9789089649959,"Fathallah, Judith",,2017,Amsterdam University Press,English[eng],English only,Poland,Europe,Polish,134.0,accessed 17 08 accessed 05 02 accessed 22 02 accessed 14 08 view_full_work true accessed https www.fanf iction accessed 24 05 true accessed 24 https www.fanf iction.net rational legal authority html accessed 17 html accessed 22 accessed 21 02 180121 view_full_work true accessed 09 02 warner home video bravo baker a03 organic chemistry a03 pm utc link 1647056 view_full_work true html accessed 14 http www.fanf iction.net accessed 02 02 accessed 06 02 alpha beta omega california sage pp dvd warner home fanf iction.net a03 index.php twc article true accessed 05,No mention,2.0,2588.0
655,20.500.12657/31627,book,Defying the IRA?,"Intimidation, Coercion, and Communities During the Irish Revolution",9781781382974,"Hughes, Brian",,2017,Liverpool University Press,English[eng],English only,Ireland,Europe,Irish; English,741.0,1921 ucda p7 royal irish constabulary clark everyday violence o’halpin problematic killing oe rc ion 1st southern division bmh ws 501 southern irish loyalists irish grants committee mai bmh cd 1921 nai delg proni ha 32 1911 census returns arva county cavan belfast pogroms 1920 ha 32 1 mai le 4 mcrs ci cavan nai fin comp pogroms 1920 22 11 july 1921 1916 1923 dublin 1921 mai bmh 1922 proni ha claim proni d989 aug 1920 tna 1912 1923 dublin 1920 nli ms 1922 mai le 1922 ucda p7,No mention,3.0,4851.0
656,20.500.12657/27534,book,"Ageing, Diversity and Equality",Social Justice Perspectives,9780415786690,,"Westwood, Sue::0000-0003-3875-9584::600",2017,Taylor & Francis,English[eng],English only,Canada,North America,English; French,756.0,trans gender gender gender gender diverse lesbian gay bisexual bristol policy press gender diverse trans socio economic status formal care system care quality commission fredriksen goldsen karen social justice framework hyun jun kim jenny anne bishop social care services gender diverse people gender justice studies identity politics redistribution social justice 1 2007 feminist politics fraser nancy 2007 justice 1 1 labour market participation laura hurd clarke nancy 2007 feminist anne bishop obe gender diverse ageing hurd clarke laura 2000 rethinking recognition fraser nancy 2000 human rights commission,No mention,4.0,7139.0
657,20.500.12657/31403,book,Golda Meir,A Political Biography,9783110487343,"Medzini, Meron",,2017,De Gruyter Oldenbourg,English[eng],English only,Israel,Asia,Hebrew,168.0,16 madam prime madam prime minister minister 1969 1973 prime minister 1969 13 madam foreign foreign minister 1957 madam foreign minister minister 1957 1965 19 salvage 1973 salvage 1973 1974 independence 1945 1948 5 apprenticeship 1928 apprenticeship 1928 1939 arab israel conflict commands 1953 1956 gurion commands 1953 moscow 1948 1949 prime minister’s office 2008 yediot ah<U+0323>aronot ah<U+0323>aronot sifreh<U+0323>emed published sinking 1974 1978 united jewish appeal yediot ah<U+0323>aronot sifreh<U+0323>emed holocaust 1939 1945 jewish agency executive rabin service book national religious party sharm el sheikh 3 merhavia 1921 merhavia 1921 1925,Country discussed,2.0,1844.0
658,20.500.12657/31483,book,Independent Theatre in Contemporary Europe,Structures – Aesthetics – Cultural Policy,9783837632439,,"Brauneck, Manfred",2017,transcript Verlag,English[eng],English only,Lithuania,Europe,Lithuanian,35.0,independent children’s theatre independent music theatre documentation inf luences migration documentation inf post socialist countr socialist countr ies post socialist countries independent theatre scene double lecture series mat thias rebstock western european theatrescapes performing ar ts xavier le roy children’s theatre scene fonds darstellende künste cultural labour market 27th october 2015 accessed 27th october forming ar ts arts council england hans thies lehmann accessed 11th june report darstellende künste arts education programmes ical landscape funding pawel ploski introduction theatr ical landscape united kingdom united 11th june 2013 bielefeld transcript 2009,No mention,1.0,518.0
659,20.500.12657/31183,book,A Table for One,"A Critical Reading of Singlehood, Gender and Time",9781526115393,"Lahad, Kinneret",,2017,Manchester University Press,English[eng],English only,Israel,Asia,Hebrew,344.0,"www.ynet.co.il articles 0,7340 biblio gr aph single woman’s life 2008 www.ynet.co.il articles 2012 www.ynet.co.il articles d7 94 d7 2013 www.ynet.co.il articles 2014 www.ynet.co.il articles ar life cour cour se imper life cour se line ar life se imper ative single women age wa sted time d7 99 d7 pa ss age short shelf life sin gleho od status pa ss unscheduled status pa women’s studies international 2009 www.ynet.co.il articles 2010 www.ynet.co.il articles accessed march 15 aging single woman d7 95 d7 one’s life trajectory",No mention,2.0,1844.0
660,20.500.12657/31407,book,Augmented Reality,Reflections on its Contribution to Knowledge Formation,9783110497007,"Ariso, José Maria",,2017,De Gruyter,English[eng],English only,Romania,Europe,Romanian,87.0,augmented reality technologies augmented reality technology josé maría ariso augmented reality applications augmented reality systems juan antonio valor pirmin stekeler weithofer cf dewey 1988a juan luis fuentes spyridon orestis palermos game based environments understanding negative knowledge augmented reality glasses gartmeier charlotte jonasson martin gartmeier charlotte enhancing student’s knowledge extra mental reality teaching augmented reality belief forming process maría elena alva term augmented reality cyber physical systems oser spychiger 2005 keywords augmented reality augmented reality devices creative augmented reality future augmented reality,No mention,2.0,865.0
661,20.500.12657/31719,book,China and the West,"Music, Representation, and Reception",9780472130313,"Yang, Hon-Lun||Saffle, Michael",,2017,University of Michigan Press,English[eng],English only,"Iran, Islamic Republic of",Asia,Persian,64.0,flower drum song act 1 scene act 2 scene shanghai municipal orchestra chu chin chow flower drum songs accessed july 2016 hon lun yang east meets west shanghai quartet’s chinasong taking tiger mountain calafati sou chong chinese opera percussion chong lang lang sou chong lang hong kong baptist sino western musical twentieth century china chinese cultural revolution cultural revolution memoirs lewis flower drum western art music hwang flower drum late nineteenth century yu siu wah chan ka nin,No mention,1.0,888.0
662,20.500.12657/30949,book,Vocational Education and Training in Sub-Saharan Africa,Current Situation and Development,9783763957934,"Eicker, Friedhelm||Haseloff, Gesine||Lennartz, Bernd",,2017,W. Bertelsmann Verlag,English[eng],English only,Namibia,Africa,English; Afrikaans,164.0,technical vocational education vet teacher education applied learning design shaping competence based post school education prior learning rpl adula bekele hunde competence based assessment competency based education tvet teacher education company vocational educators vocational training act dual vocational education integrated learning wil nothemba joyce nduna burkina faso senegal saharan african countries service teacher training vocational education training cross country comparison europe lessons learned learning design principles namibia training authority sponsored community colleges subject english curriculum tvet systems practices catholic sponsored community company learning projects dual vet system eqf level 5,Country discussed,2.0,2688.0
663,20.500.12657/27685,book,Fictions of African Dictatorship,Postcolonial Power Across Genres,9781787076815,,"Baker, Charlotte||Grayson, Hannah",2017,Peter Lang International Academic Publishers,English[eng],English only,Malawi,Africa,English; Chichewa,45.0,koli jean bofane bindi ngouté lucien ngugi wa thiong’o asante lucy mtenje attendant le vote sékou touré art festivals culturels nationaux alya el hosseiny bekolo’s dictator televised gaze female sexualities lion’s gaze female mighty mouth minor mouth minor literature 10e festivals culturels 42963 africa world press african dictator essays les archives nationales accessed 16 august latin american literature mehrez egyptian writers tennessee press 2014 archives nationales conakry california press 2001 mbembe provisional notes mohamed aden sheikh nationales conakry guinea,No mention,3.0,726.0
664,20.500.12657/31387,book,Frankenstein,A New Edition for Scientists and Engineers,9780262533287,,"Finn, Ed||Guston, David||Robert, Jason Scott",2017,The MIT Press,English[eng],English only,United States,North America,English,2157.0,jason scott robert mary wollstonecraft shelley percy bysshe shelley shelley mary wollstonecraft life sciences arizona mary margaret fonow miguel astor aguilera associate professor school embryo.asu.edu handle 10776 encyclopedia http embryo.asu.edu http embryo.asu.edu handle project encyclopedia http assistant professor school mary wrote frankenstein robert cook deegan samuel taylor coleridge accessed march 23 barrett honors college carlos castillo chavez darwin 1731 1802 embryo project encyclopedia embryonic stem cells father william godwin galvani 1737 1798 guston ed finn honors college arizona mary shelley’s frankenstein mary wollstonecraft godwin,No mention,4.0,26147.0
665,20.500.12657/24785,book,Soziale Arbeit – Kernthemen und Problemfelder,,9783825243470,,"Kessl, Fabian||Kruse, Elke||Stövesand, Sabine||Thole, Werner",2017,Verlag Barbara Budrich,German[ger],Non-English,Germany,Europe,German,3712.0,,,10.0,28112.0
666,20.500.12657/24943,book,Socio-Economic Atlas of Myanmar,,9783515116237,"Kraas, Frauke||Spohner, Regine||Myint, Aye Aye",,2017,Franz Steiner Verlag,English[eng],English only,Myanmar,Asia,Burmese,67.0,nay pyi taw zin nwe myint mi mi kyi khin khin soe socio economic atlas aye aye myint gross domestic product hlaing maw oo mi kyi win modernities 15 wien asian modernities 15 southeast asian modernities eds 2016 sustainability mi kyi eds kyi win maung maung eds 2016 myint aung 2007 nay win oo science xiv 5 adb asian development asian development bank fife bohlin 2014 frauke kraas aye global land cover khin khin han kraas aye aye kudo odaka 2016 phd thesis department tar min fife thaw tar min,No mention,3.0,971.0
667,20.500.12657/30553,book,Australia,A Cultural History,9781921867606,"Rickard, John",,2017,Monash University Publishing,English[eng],English only,Australia,Oceania,English,1054.0,diversity 1939 1988 dependence 1939 1988 fairfax media syndication courtesy fairfax media media syndication image sydney opera house torres strait islanders white australia policy australian history melbourne external affairs minister port phillip district south east asia swan river colony trade union movement united australia party anti labor governments australian broadcasting commission australian labor movement crowley ed modern ed modern australia global financial crisis labor movement 1850 manning clark’s history mid nineteenth century monash university publishing movement 1850 1907 sectarianism 83 4 south wales victoria western arnhem land 1829 1929 melbourne,Country discussed,7.0,10651.0
668,20.500.12657/30659,book,Medical Bondage,"Race, Gender, and the Origins of American Gynecology",9780820351353,"Owens, Deirdre Cooper",,2017,University of Georgia Press,English[eng],English only,United States,North America,English,3925.0,irish immigrant women black women’s bodies james marion sims black women’s experiences james marion sims’s vesico vaginal fistula papers south caroliniana south caroliniana library john peter mettauer poor irish immigrant caroliniana library university enslaved black women historical black superbodies black female body chapel hill university glover family papers medical journal articles vesico vaginal fistulae black women’s reproductive dr james marion modern american gynecology nineteenth century america november 20 1847 pregnant enslaved women american medical association columbia south carolina,Country discussed,4.0,26147.0
669,20.500.12657/30763,book,Secession and Security,Explaining State Strategy against Separatists,9781501713941,"Butt, Ahsan I.",,2017,Cornell University Press,English[eng],English only,Ghana,Africa,English,341.0,confi dential telegram 1971 fco 37 kashmir confl ict ethnic confl ict fi rst intifada separatist confl ict ew york times palestinian confl ict armed confl ict israeli palestinian confl secessionist confl ict separatist confl icts bengali confl ict fco 37 905 political science review punjab confl ict security offi cial ssam tribune 12 assam confl ict external security considerations american political science asom gana parishad baloch confl ict dential telegram dacca external security theory fco 37 1336,No mention,0.0,2051.0
670,20.500.12657/30011,book,The Genocidal Gaze,From German Southwest Africa to the Third Reich,9780814344385,"Baer, Elizabeth R.",,2017,Wayne State University Press,English[eng],English only,Namibia,Africa,English; Afrikaans,73.0,peter moor’s journey black box chambre box chambre noire south west africa ama ata aidoo’s german south west german southwest africa uwe timm’s critique kentridge’s black box william kentridge’s black ama ata aidoo peter moors fahrt frenssen’s peter moor ny camden house rochester ny camden black eyed squint gustav frenssen’s peter camden house 2006 chambre noire 99 merlin press 2008 post holocaust fiction source cc public uwe timm’s morenga accounts 3rd ed africa world press black skin white,No mention,2.0,2688.0
671,20.500.12657/29690,book,Classic Concepts in Anthropology,,9780990505082,"Valeri, Valerio","da Col, Giovanni||Stasch, Rupert",2017,HAU Books,English[eng],English only,Thailand,Asia,Thai,123.0,carolina academic press copyright holder einaudi holder einaudi editore lévi strauss 1987 bloch 1924 1973 hertz 1907 1928 indian caste system morton williams 1967 nicholas demaria harney objets du fétichisme piaget 1945 1962 plutarch lives romulus radcliffe brown 1922 valeri valerio 1979 academic press 2001 academic press http au temps du bernice pauahi bishop cérémonies au temps cf meek 1931 cf smirnoff 1970 copyright holder carolina dans les sociétés dionysius antiquitates romanae,No mention,2.0,1660.0
672,20.500.12657/30252,book,Unthinking Mastery,Dehumanism and Decolonial Entanglements,9780822369226,"Singh, Juliette",,2017,Duke University Press,English[eng],English only,Jordan,Asia,Arabic,36.0,black skin white skin white masks postcolonial literary texts josé esteban muñoz master slave dialectic gandhi’s animal experiments inhumanisms special issue issue glq 21 kincaid’s garden prose queer inhumanisms special sarah anne johnson special issue glq york vintage books disciplinary knowledge production gandhian ethico politics glq 21 2 human animal relations,No mention,1.0,280.0
673,20.500.12657/30212,book,Rethinking Japanese Feminisms,,9780824866693,,"Bullock, Julia C.||Kano, Ayako||Welker, James",2017,University of Hawai'i Press,English[eng],English only,Japan,Asia,Japanese,133.0,3 43 pm danjo kyodo sankaku wife wise mother nihon jiji hyoron korean women’s redress takabatake kasho taisho women’s redress movement critical transnational feminism bullock ayako kano japan honolulu university tokyo iwanami shoten women’s liberation movement gender equal society kasho taisho roman kirino natsuo’s grotesque kono michi hitosuji prime minister abe vera mackie feminism women’s rights activists ed gail lee gail lee bernstein jugun ianfu mondai nihon hahaoya taikai nihon ni okeru onna ni dai,Country discussed,6.0,2004.0
674,20.500.12657/22483,book,"Public Participation, Science and Society",Tools for Dynamic and Responsible Governance of Research and Innovation,9781138574953,"Rask, Mikko||Mačiukaitė-Žvinienė, Saulė||Tauginienė, Loreta||Dikčius, Vytautas||Matschoss, Kaisa||Aarrevaara, Timo||d’Andrea, Luciano",,2018,Taylor & Francis,English[eng],English only,Lithuania,Europe,Lithuanian,35.0,innovative pe processes appendix 1 online makes pe innovative 43004 orld wide views address societal challenges pe processes studied public engagement innovations rask maciukaite žviniene 43005 5 oct 2017 innovative public engagement mpowering citizen voices 42971 addressing societal challenges citizen science project ins tu onal studied pe processes world wide views anticipation reflection transdisciplinarity eu’s strategic priorities https ec.europa.eu research oriented pe processes participatory performance functions successful pe processes 2013 rask 2013 21b 48 50 access gender ethics appendix 2 online classic evaluation criteria,No mention,1.0,518.0
675,20.500.12657/23073,book,Market Segmentation Analysis,"Understanding It, Doing It, and Making It Useful",9789811088186,"Dolnicar, Sara||Grün, Bettina||Leisch, Friedrich",,2018,Springer Nature,English[eng],English only,United Arab Emirates,Asia,Arabic,81.0,market segmentation analysis segment level stability motives data set australian travel motives 5 extracting segments travel motives data step 5 extracting 7 step 5 mobile phone data segment profile plot food data set phone data set data driven market artificial mobile phone data structure analysis market segmentation solution segment evaluation plot distance based methods 7 describing segments step 7 describing driven market segmentation market segmentation solutions model based methods 7.2 distance based principal components analysis 9 step 7 winter vacation activities adjusted rand index features performance quality segment separation plot,No mention,0.0,751.0
